code	description	code_group	recommended_use
bdey.	ATENOLOL+CO-AMILOZIDE 50mg/2.5mg/25mg capsules	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdez.	ATENOLOL+NIFEDIPINE 50mg/20mg m/r capsules	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdf..	BISOPROLOL FUMARATE	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdf1.	BISOPROLOL FUMARATE 5mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdf2.	BISOPROLOL FUMARATE 10mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdf3.	*MONOCOR 5mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdf4.	*MONOCOR 10mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdf5.	*EMCOR LS 5mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdf6.	*EMCOR 10mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdf7.	*MONOZIDE-10 tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdf8.	BISOPROLOL FUMARATE+HYDROCHLOROTHIAZIDE 10mg/6.25mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdf9.	CARDICOR 1.25mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdfA.	CARDICOR 2.5mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdfB.	CARDICOR 3.75mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdfC.	CARDICOR 5mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdfD.	CARDICOR 7.5mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdfE.	CARDICOR 10mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdfF.	*BIPRANIX 5mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdfG.	*BIPRANIX 10mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdfH.	*SOLOC 5mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdfI.	*SOLOC 10mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdfJ.	VIVACOR 10mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdfK.	VIVACOR 5mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdfL.	CONGESCOR 1.25mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdfM.	CONGESCOR 2.5mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdfw.	BISOPROLOL FUMARATE 1.25mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdfx.	BISOPROLOL FUMARATE 2.5mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdfy.	BISOPROLOL FUMARATE 3.75mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdfz.	BISOPROLOL FUMARATE 7.5mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdi..	*CARTEOLOL HYDROCHLORIDE	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdi1.	*CARTEOLOL 10mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdi2.	*CARTROL 10mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdj..	CELIPROLOL HYDROCHLORIDE	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdj1.	CELIPROLOL 200mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdj2.	CELECTOL 200mg tablets 28-CP	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdj3.	CELECTOL 200mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdj4.	CELIPROLOL 400mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdj5.	CELECTOL 400mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdk..	ESMOLOL HYDROCHLORIDE	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdk1.	ESMOLOL HCL 2.5g/10mL injection	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdk2.	ESMOLOL HCL 100mg/10mL injection	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdk3.	BREVIBLOC CONCENTRATE 2.5g/10mL injection	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdk4.	BREVIBLOC 100mg/10mL injection	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdk5.	ESMOLOL HYDROCHLORIDE 10mg/mL infusion solution	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdk6.	BREVIBLOC 10mg/mL infusion solution	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdk7.	ESMOLOL HYDROCHLORIDE 2.5g powder for solution for injection	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdl..	CARVEDILOL	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdl1.	*EUCARDIC 12.5 tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdl2.	*EUCARDIC 25 tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdl3.	CARVEDILOL 12.5mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdl4.	CARVEDILOL 25mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdl5.	CARVEDILOL 3.125mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdl6.	CARVEDILOL 6.25mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdl7.	*EUCARDIC 3.125 tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdl8.	*EUCARDIC 6.25 tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdm..	NEBIVOLOL	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdm1.	NEBILET 5mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdm2.	HYPOLOC 5mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdmy.	NEBIVOLOL 2.5mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdmz.	NEBIVOLOL 5mg tablets	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdn..	PROPRANOLOL HYDROCHLORIDE [2]	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdn1.	SYPROL 50mg/5mL oral solution	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdn2.	BEDRANOL SR 80mg m/r capsules	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdn3.	*RAPRANOL SR 80mg m/r capsules	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdn4.	RAPRANOL SR 160mg m/r capsules	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdn5.	SYPROL 40mg/5mL oral solution	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bdn6.	PROPRANOLOL HYDROCHLORIDE 40mg/5mL sugar free oral solution	Beta-Adrenoceptor Blocking Drugs	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.

# Calcium-Channel Blockers
bb3..	VERAPAMIL HYDROCHLORIDE	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bb31.	VERAPAMIL 40mg tablets	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bb32.	VERAPAMIL 80mg tablets	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bb33.	VERAPAMIL 120mg tablets	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bb34.	*BERKATENS 40mg tablets	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bb35.	*BERKATENS 80mg tablets	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bb36.	*BERKATENS 120mg tablets	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bb37.	*BERKATENS 160mg tablets	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bb38.	*CORDILOX 40mg tablets	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bb39.	*CORDILOX 80mg tablets	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bb3A.	VERAPAMIL 240mg m/r tablets	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bb3B.	HALF SECURON SR 120mg m/r tablets	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bb3C.	VERAPAMIL 120mg m/r tablets	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bb3D.	VERAPAMIL 40mg/5mL sugar free solution	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bb3E.	VERAPAMIL HCL 5mg/2mL prefilled syringe	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bb3F.	HALF-SECURON SR 120mg m/r tablets 28CP	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bb3G.	*HYPANEZE 40 tablets	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bb3H.	*HYPANEZE 80 tablets	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bb3J.	*HYPANEZE 120 tablets	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bb3K.	*VERAPRESS MR 240 m/r tablets	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bb3L.	*ETHIMIL MR 240 m/r tablets	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bb3M.	CORDILOX MR 240 m/r tablets	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bb3N.	ZOLVERA 40mg/5mL oral solution	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bb3O.	*RANVERA MR 240mg m/r tablets	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bb3P.	VERA-TIL SR 240mg m/r tablets	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bb3Q.	VERA-TIL SR 120mg m/r tablets	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bb3a.	CORDILOX 120mg tablets	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bb3b.	*CORDILOX 160mg tablets	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bb3c.	*CORDILOX 5mg/2mL injection	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bb3d.	*SECURON 40mg tablets	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bb3e.	*SECURON 80mg tablets	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bb3f.	*SECURON 120mg tablets	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bb3g.	*SECURON 120mg tablets 56CP	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bb3h.	*SECURON 160mg tablets 56CP	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bb3i.	*SECURON 160mg tablets	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bb3j.	SECURON SR 240mg m/r tablets	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bb3k.	SECURON SR 240mg m/r tablets 28CP	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bb3l.	UNIVER 120mg m/r capsules x28	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bb3m.	UNIVER 180mg m/r capsules x56	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bb3n.	UNIVER 240mg m/r capsules x28	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bb3o.	SECURON IV 5mg/2mL injection	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bb3p.	*GEANGIN 40mg tablets	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bb3q.	*GEANGIN 80mg tablets	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bb3r.	*GEANGIN 120mg tablets	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bb3t.	VERAPAMIL 5mg/2mL injection	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bb3v.	VERAPAMIL 120mg m/r capsules	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bb3w.	VERAPAMIL 160mg tablets	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bb3y.	VERAPAMIL 240mg m/r capsules	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bb3z.	VERAPAMIL 180mg m/r capsules	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bkD1.	AMLODIPINE+VALSARTAN 5mg/80mg tablets	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bkD2.	AMLODIPINE+VALSARTAN 5mg/160mg tablets	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bkD3.	AMLODIPINE+VALSARTAN 10mg/160mg tablets	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bkDx.	EXFORGE 10mg/160mg tablets	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bkDy.	EXFORGE 5mg/160mg tablets	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bkDz.	EXFORGE 5mg/80mg tablets	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl5..	DILTIAZEM HYDROCHLORIDE	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl51.	TILDIEM 60mg tablets	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl53.	*BRITIAZIM 60mg tablets	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl54.	ADIZEM-SR 120mg m/r tablets	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl55.	DILTIAZEM HYDROCHLORIDE 120mg m/r tablets	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl56.	*ANGIOZEM 60mg tablets	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl57.	*ADIZEM 60mg tablets	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl58.	TILDIEM RETARD 90mg m/r tablets	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl59.	TILDIEM RETARD 120mg m/r tablets	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl5A.	TILDIEM LA 300mg m/r capsules	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl5B.	ADIZEM-SR 90mg m/r capsules	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl5C.	ADIZEM-SR 120mg m/r capsules	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl5D.	ADIZEM-SR 180mg m/r capsules	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl5E.	ADIZEM-XL 300mg m/r capsules	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl5F.	DILZEM SR 60mg m/r capsules	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl5G.	DILZEM SR 90mg m/r capsules	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl5H.	DILZEM SR 120mg m/r capsules	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl5I.	ADIZEM-XL 240mg m/r capsules	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl5J.	ADIZEM-XL 180mg m/r capsules	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl5K.	ADIZEM-XL 120mg m/r capsules	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl5L.	DILZEM-XL 120mg m/r capsules	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl5M.	DILZEM-XL 180mg m/r capsules	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl5N.	DILZEM-XL 240mg m/r capsules	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl5O.	SLOZEM 120mg m/r capsules	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl5P.	SLOZEM 180mg m/r capsules	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl5Q.	SLOZEM 240mg m/r capsules	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl5R.	ANGITIL SR 90 m/r capsules	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl5S.	ANGITIL SR 120 m/r capsules	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl5T.	*METAZEM 60mg tablets	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl5U.	ANGITIL SR 180 m/r capsules	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl5V.	*CALCICARD CR 90mg m/r tablets	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl5W.	*CALCICARD CR 120mg m/r tabs	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl5X.	KENTIAZEM 60mg m/r capsules	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl5Y.	*OPTIL 60mg m/r tablets	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl5Z.	TILDIEM LA 200mg m/r capsules	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl5a.	DILTIAZEM HYDROCHLORIDE 90mg m/r tablets	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl5b.	DILTIAZEM HYDROCHLORIDE 300mg m/r capsules	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl5c.	DILTIAZEM HYDROCHLORIDE 90mg m/r capsules	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl5d.	DILTIAZEM HYDROCHLORIDE 120mg m/r capsules	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl5e.	DILTIAZEM HYDROCHLORIDE 180mg m/r capsules	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl5f.	DILTIAZEM HYDROCHLORIDE 60mg m/r capsules	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl5g.	DILTIAZEM HYDROCHLORIDE 240mg m/r capsules	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl5h.	DILTIAZEM HYDROCHLORIDE 200mg m/r capsules	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl5i.	DILTIAZEM HYDROCHLORIDE+HYDROCHLOROTHIAZIDE 150mg/12.5mg m/r capsules	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl5j.	*ADIZEM-XL PLUS m/r capsules	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl5k.	*ANGIOZEM CR 90mg m/r tablets	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl5l.	DILCARDIA SR 60mg m/r capsules	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl5m.	*ANGIOZEM CR 120mg m/r tablets	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl5n.	ZEMTARD 300 XL m/r capsules	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl5o.	VIAZEM XL 120mg m/r capsules	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl5p.	VIAZEM XL 180mg m/r capsules	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl5q.	VIAZEM XL 240mg m/r capsules	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl5r.	VIAZEM XL 300mg m/r capsules	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl5s.	DILTIAZEM HYDROCHLORIDE 360mg m/r capsules	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl5t.	VIAZEM XL 360mg m/r capsules	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl5u.	*CALAZEM 60mg m/r tablets	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl5v.	DILCARDIA SR 90mg m/r capsules	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl5w.	DILCARDIA SR 120mg m/r capsules	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl5x.	ANGITIL XL 240 m/r capsules	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl5y.	ANGITIL XL 300 m/r capsules	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl5z.	DILTIAZEM HYDROCHLORIDE 60mg m/r tablets	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl7..	NICARDIPINE HYDROCHLORIDE	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl71.	CARDENE 20mg capsules	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl72.	CARDENE 30mg capsules	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl73.	CARDENE SR 30mg m/r capsules	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl74.	CARDENE SR 45mg m/r capsules	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl75.	NICARDIPINE 10mg/10mL solution for injection	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl7w.	NICARDIPINE 45mg m/r capsules	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl7x.	NICARDIPINE 30mg m/r capsules	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl7y.	NICARDIPINE 20mg capsules	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl7z.	NICARDIPINE 30mg capsules	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl8..	NIFEDIPINE	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl81.	ADALAT 5mg capsules	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl82.	ADALAT 10mg capsules	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
bl83.	ADALAT RETARD 20mg m/r tablets	Calcium-Channel Blockers	DEFAULT - exact-match to identify antihypertensive medicines prescriptions.
